word,frequency,rate
一定,4,0.000
エスニック,1,0.000
保健所,4,0.000
先入観,2,0.000
ハーマオイニー,1,0.000
かまた,1,0.000
リトアニア,3,0.000
タロット,1,0.000
読ん,271,0.000
しぼっ,3,0.000
ゅぐちゅって,1,0.000
ベット,2,0.000
ゃべんないじゃん,3,0.000
様子,15,0.000
お金,359,0.000
歌謡,3,0.000
木の下,1,0.000
片づい,2,0.000
りっぱ,33,0.000
縫え,2,0.000
星,8,0.000
マヒ,2,0.000
131,17,0.000
ち密,1,0.000
ティースプーン,1,0.000
ブハラ,3,0.000
耳ざわり,1,0.000
言い出し,26,0.000
中国人,17,0.000
かさばら,2,0.000
うに,1,0.000
汚い,46,0.000
アズッラ,1,0.000
うろたえる,2,0.000
遅らせ,1,0.000
飲物,4,0.000
ウー,5,0.000
直,2,0.000
をもって,2,0.000
アルカイーダ,1,0.000
暑かっ,10,0.000
ちょこ,2,0.000
大阪教育大,1,0.000
貧血,3,0.000
特注,2,0.000
生り,1,0.000
年期,1,0.000
うんこ,3,0.000
巡っ,4,0.000
いまどき,1,0.000
予算,8,0.000
ぎゃあ,2,0.000
ボード,16,0.000
ゴマ,15,0.000
お釈迦様,2,0.000
白川郷,1,0.000
ソックス,1,0.000
えーっ,150,0.000
ぶん,11,0.000
受け付け,4,0.000
ルーフ,2,0.000
教える,63,0.000
藤原,6,0.000
手当て,6,0.000
使えれ,1,0.000
リターン,1,0.000
どん底,1,0.000
どこ,767,0.001
虎屋,1,0.000
彩,10,0.000
八百屋,1,0.000
全員,64,0.000
じゃがいも,2,0.000
クロネコヤマト,1,0.000
腹痛,2,0.000
歌舞伎,4,0.000
祝福,1,0.000
のぼり,2,0.000
なんて,934,0.001
差別,5,0.000
ネバーギブアップ,1,0.000
むっかつく,2,0.000
じじい,1,0.000
釈然,1,0.000
強み,1,0.000
込み,12,0.000
ベルドゥー,1,0.000
組み立,1,0.000
パチスロ,9,0.000
辰巳,9,0.000
山積み,2,0.000
ずら,17,0.000
シェフ,4,0.000
設問,2,0.000
有機,2,0.000
クアラルンプール,1,0.000
ゴボウ,13,0.000
出来,8,0.000
知恵,6,0.000
布教,2,0.000
炒め,3,0.000
シャッシャッ,1,0.000
アーミー,2,0.000
マネジメント,1,0.000
スーツケース,9,0.000
ょきょうきゃく,1,0.000
バッグ,3,0.000
塩焼き,1,0.000
追及,2,0.000
閉ざさ,4,0.000
気味,7,0.000
さびし,1,0.000
雅治,4,0.000
上級生,2,0.000
思い出そ,2,0.000
一,300,0.000
一度,32,0.000
推薦,9,0.000
迷彩,1,0.000
フライス,1,0.000
ジョワー,1,0.000
真下,2,0.000
ザ・クロス,1,0.000
つけ加える,1,0.000
その子,6,0.000
太り過ぎ,1,0.000
ミラー,4,0.000
シート,13,0.000
げた,4,0.000
選び方,1,0.000
っけ,1160,0.001
ふつう,3,0.000
歩ん,2,0.000
サ,5,0.000
ゃんとついてきてくださるんだから,1,0.000
シックス,1,0.000
やりゃ,6,0.000
年末,35,0.000
完成,7,0.000
勝,2,0.000
お菓子,68,0.000
寺部,1,0.000
かしい,9,0.000
リアクション,2,0.000
フロッピーディスク,1,0.000
スリーコインズ,2,0.000
意訳,1,0.000
足もと,1,0.000
講義,27,0.000
もの狂い,1,0.000
劣等,1,0.000
エ,4,0.000
何でもかんでも,4,0.000
申し込ん,10,0.000
取り合わせ,2,0.000
カタログ,7,0.000
東急ハンズ,3,0.000
保養,4,0.000
遣い,5,0.000
思う,2026,0.001
たくさん,203,0.000
出さ,76,0.000
熱烈,2,0.000
譲れ,2,0.000
消えよ,1,0.000
武蔵野線,1,0.000
手合い,1,0.000
単に,20,0.000
風味,6,0.000
体育館,9,0.000
声楽,3,0.000
ぐさいか,1,0.000
お作り,3,0.000
099,1,0.000
残りもの,1,0.000
心筋こうそく,1,0.000
実況,1,0.000
疎通,3,0.000
民間,11,0.000
初夏,1,0.000
恋愛,6,0.000
務め,1,0.000
あき,6,0.000
場面,18,0.000
離さ,1,0.000
グイグイ,2,0.000
ガコ,1,0.000
清め,2,0.000
ワード,5,0.000
塁打,1,0.000
見附,1,0.000
Ｇパン,2,0.000
ゃべってるのなんて,1,0.000
どうせ,58,0.000
学ぶ,8,0.000
創始,1,0.000
まなん,1,0.000
典型,6,0.000
帝国ホテル,1,0.000
迷宮,1,0.000
ビアガーデン,1,0.000
湯,13,0.000
健康,18,0.000
いこっ,5,0.000
焼,2,0.000
単なる,4,0.000
じい,2,0.000
乗れる,14,0.000
ヒジキ,2,0.000
見違え,1,0.000
気合,5,0.000
ザ・ウィークリー,1,0.000
日テレ,2,0.000
照会,1,0.000
竹刀,1,0.000
てっきり,2,0.000
介護,4,0.000
くいちがっ,1,0.000
大野,3,0.000
進歩,2,0.000
探せ,7,0.000
ふらふら,9,0.000
ゃがいもとかでもいいし,1,0.000
蛙,1,0.000
なすっ,2,0.000
蓄積,2,0.000
早道,1,0.000
つっぱっ,1,0.000
東横線,1,0.000
エクサイティング,1,0.000
録,126,0.000
鏑,1,0.000
び,18,0.000
鉄条,1,0.000
鉢,1,0.000
初,24,0.000
ルーズリーフ,6,0.000
もんじゃ,1,0.000
盛り上がる,1,0.000
ほんと,1385,0.001
掛かっ,28,0.000
不都合,1,0.000
危機,5,0.000
ルフトハンザ,1,0.000
ひっ付い,1,0.000
引き継い,1,0.000
下呂,7,0.000
歌集,4,0.000
つわり,8,0.000
なくさ,2,0.000
幼少,1,0.000
ちょっぴり,1,0.000
かけん,2,0.000
フィールドトリップ,1,0.000
出口,7,0.000
エディ・マーフィー,1,0.000
きょう,21,0.000
生き,110,0.000
おなじみ,1,0.000
言いふらし,2,0.000
ウチウチ,1,0.000
マニアック,3,0.000
ウインドウ,6,0.000
とんだ,4,0.000
隠れ,8,0.000
すまし汁,2,0.000
進展,2,0.000
だるい,3,0.000
国技,1,0.000
題名,10,0.000
通知,5,0.000
バンクーバー,1,0.000
甚だしく,1,0.000
ロイヤルドルトン,7,0.000
タクシー,33,0.000
小銭,2,0.000
フロンティア,1,0.000
そうそう,20,0.000
水準,3,0.000
おしゃべり,5,0.000
げんなり,5,0.000
シュキュウ,1,0.000
もて,4,0.000
補欠,2,0.000
ＡＯＴＳ,3,0.000
川名,5,0.000
つくら,2,0.000
ビーチ,1,0.000
ぉ,2,0.000
ＳＦ,6,0.000
伏見,4,0.000
番号,57,0.000
発見,10,0.000
丸っこい,2,0.000
先住民,3,0.000
シルエット,1,0.000
とかさ,2,0.000
頻繁,3,0.000
薬学部,1,0.000
いくら,186,0.000
パン,150,0.000
どし,16,0.000
ですから,9,0.000
カク,5,0.000
まかし,1,0.000
淡路島,1,0.000
やあ,24,0.000
休暇,6,0.000
貫ける,1,0.000
南知多,1,0.000
つべこべ,3,0.000
水墨,4,0.000
園長,3,0.000
上映,1,0.000
なく,1537,0.001
ドイツ,36,0.000
通じ,25,0.000
受け,152,0.000
しわ寄せ,1,0.000
Ｘ線,1,0.000
叔母,2,0.000
へれ,6,0.000
削っ,2,0.000
住宅,19,0.000
働か,20,0.000
ゃびしゃびでもいいんじゃないの,1,0.000
アール,9,0.000
汚,7,0.000
デスティモーニー,1,0.000
三白眼,2,0.000
おもしろかっ,103,0.000
三唱,1,0.000
要綱,2,0.000
絵心,5,0.000
アイスクリーム,9,0.000
ふる,4,0.000
058,6,0.000
掛け,44,0.000
複合,1,0.000
正社員,4,0.000
奪っ,1,0.000
繰り返し,8,0.000
ファッション,8,0.000
つまむ,1,0.000
中段,2,0.000
カンボジア,10,0.000
暁,1,0.000
もてる,2,0.000
増やそ,1,0.000
割り込み,1,0.000
煮込み,9,0.000
エラー,3,0.000
図案,2,0.000
大方,1,0.000
強いて,1,0.000
こぐ,1,0.000
必ずしも,9,0.000
返上,1,0.000
胃腸,3,0.000
バケット,4,0.000
なり手,2,0.000
ゃいけなくて,3,0.000
克服,2,0.000
嫌がる,5,0.000
核,2,0.000
136,6,0.000
載せ,6,0.000
体型,8,0.000
ガード,1,0.000
あげよ,26,0.000
調理場,1,0.000
心地よい,1,0.000
柳島,1,0.000
敵意,1,0.000
ベン・アフレック,5,0.000
ひたむき,1,0.000
昼飯,2,0.000
あんた,198,0.000
フカ,1,0.000
矢,4,0.000
耐え難い,2,0.000
キンチョール,2,0.000
調整,8,0.000
喜ばしく,1,0.000
ラサール,5,0.000
ステイ,6,0.000
マクドナルド,7,0.000
合格,11,0.000
たどり着い,1,0.000
顎,2,0.000
ダヴィンチ,1,0.000
食卓,3,0.000
ＶＩＰ,2,0.000
ＳＢＳ,3,0.000
フェデジンゴ,1,0.000
片付けよ,2,0.000
ピット,8,0.000
くねくね,1,0.000
けども,261,0.000
魔法,1,0.000
公平,2,0.000
ニコール・キッドマン,2,0.000
ゃなんないから,1,0.000
消しゴム,7,0.000
つまんなくっ,2,0.000
おわ,1,0.000
チェック,53,0.000
バイパス,4,0.000
年中,12,0.000
からい,22,0.000
ゅうのがあると,1,0.000
カウント,2,0.000
ノラネコ,1,0.000
危ない,62,0.000
喜び,10,0.000
ゆかり,6,0.000
通りすがり,1,0.000
やる,583,0.000
飾り,13,0.000
ピアニッシモ,1,0.000
ＹＭＣＡ,1,0.000
がたがた,6,0.000
過渡,1,0.000
大砲,1,0.000
くだけ,1,0.000
邪魔くさい,2,0.000
本堂,2,0.000
絡み,4,0.000
ぐっすり,2,0.000
おら,49,0.000
州,16,0.000
っぽ,20,0.000
勧誘,2,0.000
ぎっしり,3,0.000
つぎ込も,1,0.000
切り抜き,2,0.000
苦しく,7,0.000
天使,8,0.000
ぱりけがしたのかなどっか,1,0.000
含ん,3,0.000
目ざとく,2,0.000
着けん,1,0.000
秘書,8,0.000
たべ,4,0.000
輪っか,5,0.000
賞賛,1,0.000
メリークリスマス,1,0.000
本館,2,0.000
間中,2,0.000
受講,6,0.000
山の手,2,0.000
逆説,1,0.000
帷子,5,0.000
温まり,1,0.000
つかえ,1,0.000
トルコ,2,0.000
っ,888,0.001
百葉箱,1,0.000
ほさ,1,0.000
万葉集,1,0.000
さとり,1,0.000
脱ぐ,4,0.000
ヘ,2,0.000
省エネ,1,0.000
ひたすら,14,0.000
分離,2,0.000
姓,5,0.000
ぺしっぺしってやっちゃうんだね,1,0.000
以南,1,0.000
アウトゴーイング,2,0.000
事前,9,0.000
一語,1,0.000
ネガティブ,3,0.000
かめる,2,0.000
っ子,16,0.000
源氏,14,0.000
描写,2,0.000
南極,5,0.000
クエスチョンマーク,2,0.000
大きい,173,0.000
亡くさ,1,0.000
リサーチインスティテュート,1,0.000
認め,8,0.000
動員,3,0.000
ぺなんか,1,0.000
使,4,0.000
放置,1,0.000
書け,61,0.000
アルテッサ,1,0.000
名城,1,0.000
ふま,1,0.000
軽く,15,0.000
思い出,17,0.000
追憶,3,0.000
入浴,1,0.000
042,1,0.000
じゃあ,989,0.001
どんな,184,0.000
東北,27,0.000
通そ,1,0.000
踊れる,2,0.000
振り込ま,2,0.000
入口,1,0.000
黒部ダム,1,0.000
どれ,159,0.000
教室,74,0.000
徳光,1,0.000
電電,2,0.000
フェンス,1,0.000
Ｕ,73,0.000
ふか,1,0.000
ブレーゲリ,1,0.000
くせ,37,0.000
半熟,2,0.000
自殺,2,0.000
倶楽部,4,0.000
セリフ,3,0.000
回線,5,0.000
見つかん,3,0.000
あしらっ,1,0.000
大男,1,0.000
かって,61,0.000
好物,2,0.000
ボトム,1,0.000
赤湯,3,0.000
鈴鹿山脈,1,0.000
ゃいけないらしいんだ,1,0.000
机,21,0.000
ボヨボヨモヤー,1,0.000
キャンサー,1,0.000
曇っ,2,0.000
評論,6,0.000
ほじくり,1,0.000
殺生,5,0.000
フォード,5,0.000
山行,4,0.000
すかっ,3,0.000
合わせる,10,0.000
マイクロホン,2,0.000
通関,2,0.000
バンバンバンバン,1,0.000
補う,2,0.000
バイキング,14,0.000
ふてん,1,0.000
腹帯,2,0.000
もも,8,0.000
油,27,0.000
ちゃわ,8,0.000
手がけ,1,0.000
下山,1,0.000
ゃまちがってるね,1,0.000
考慮,2,0.000
縄,3,0.000
ポケット,4,0.000
ちょんぎっ,2,0.000
ＫＩＹＯＳＨＩ,2,0.000
まちがえ,68,0.000
リッチ,6,0.000
フォー・ペイパーズ,1,0.000
ペターッ,1,0.000
水没,1,0.000
カーディガン,1,0.000
言い聞かせる,1,0.000
オークラ,1,0.000
未定,1,0.000
釣っ,3,0.000
フレキシブル,1,0.000
追わ,7,0.000
オレ,4,0.000
添え,5,0.000
寺子屋,6,0.000
ちっさな,1,0.000
正確,16,0.000
大卒,5,0.000
さわ,2,0.000
米倉,1,0.000
カルシウム,1,0.000
保守,2,0.000
ワンマン,2,0.000
石,33,0.000
処分,6,0.000
折り畳み,1,0.000
輸出入,1,0.000
手っ取り早く,1,0.000
反米,1,0.000
優秀,13,0.000
ぱくっ,1,0.000
とど,2,0.000
ユッケ,2,0.000
すばやく,1,0.000
リゾート,3,0.000
すさまじかっ,2,0.000
氷川,3,0.000
聞き取れ,4,0.000
おる,62,0.000
居酒屋,17,0.000
やばく,3,0.000
両用,1,0.000
車道,4,0.000
並べん,1,0.000
おうと,1,0.000
フォーリナー,3,0.000
にあたって,4,0.000
情,1,0.000
バーガー,5,0.000
内装,5,0.000
だいぶ,78,0.000
骨粉,1,0.000
気付か,4,0.000
両開き,2,0.000
ほな,17,0.000
かおり,2,0.000
フランソワーズ,1,0.000
一団,1,0.000
売り場,3,0.000
薄く,8,0.000
風邪,26,0.000
現,2,0.000
押して,1,0.000
ゃよけいそうなりやすいけど,1,0.000
シルベスター,1,0.000
賛成,5,0.000
半日,7,0.000
男らしい,1,0.000
おちゃらけ,1,0.000
大陸,6,0.000
折る,14,0.000
とんぼ,1,0.000
20,1,0.000
湖水,1,0.000
楽しめ,4,0.000
ょうとかあったんだけど,1,0.000
鉄砲,2,0.000
おかしい,184,0.000
やかん,11,0.000
ブルンブルンブルンブルン,1,0.000
父親,25,0.000
アムラー,2,0.000
蒸かし,1,0.000
よしあし,1,0.000
濃厚,2,0.000
シルク,1,0.000
せん,14,0.000
綿,8,0.000
技術,27,0.000
外堀,1,0.000
蒸し返す,2,0.000
ゆっくり,86,0.000
土曜,13,0.000
ゃいけないみたいですけどね,1,0.000
策略,1,0.000
囲ん,1,0.000
徹底的,1,0.000
くし,9,0.000
みょうばん,2,0.000
込ま,3,0.000
井の頭線,4,0.000
みせ,5,0.000
専,1,0.000
卿,2,0.000
甲府,4,0.000
もれ,3,0.000
駆り出さ,2,0.000
空回り,2,0.000
水着,8,0.000
かき集め,1,0.000
ぼたぼた,1,0.000
バンデラス,14,0.000
乗り気,2,0.000
立脚,1,0.000
055,2,0.000
知名度,1,0.000
ピー,3,0.000
絵の具,12,0.000
サリドマイド,3,0.000
分厚,1,0.000
推奨,1,0.000
午前,39,0.000
ので,406,0.000
偶然,16,0.000
雑務,1,0.000
使い古し,1,0.000
熟,1,0.000
ぴくぴく,3,0.000
オリックス,3,0.000
売れっ子,2,0.000
飲む,77,0.000
突っ込む,3,0.000
および,1,0.000
ポイッ,1,0.000
気兼ね,1,0.000
締め切っ,1,0.000
ゃべってくれてもいいから,1,0.000
空港,75,0.000
やら,261,0.000
短パン,1,0.000
ズルッ,1,0.000
働けん,1,0.000
わりに,10,0.000
はじ,24,0.000
トスカ,2,0.000
ざいってさ,1,0.000
新しい,144,0.000
あたふた,3,0.000
大半,3,0.000
あがる,1,0.000
ぎゅっと,1,0.000
掛け金,1,0.000
ボーリング,2,0.000
予感,2,0.000
なげ,3,0.000
コノ,1,0.000
わた,1,0.000
不自然,14,0.000
犬山線,1,0.000
たしなむ,1,0.000
ブローチ,2,0.000
百人一首,1,0.000
判子,2,0.000
真っ黒,15,0.000
お孫さん,6,0.000
不便,21,0.000
終始,2,0.000
版権,4,0.000
すらっと,3,0.000
.....,1,0.000
ぼら,4,0.000
制限,7,0.000
松竹梅,4,0.000
づくし,1,0.000
散髪,2,0.000
たかれる,1,0.000
細胞,2,0.000
短刀,1,0.000
繋が,1,0.000
見え,178,0.000
セグメンテーション,1,0.000
振り,6,0.000
混雑,4,0.000
だいたい,5,0.000
いとも,4,0.000
体温計,4,0.000
むむむって,1,0.000
名物,1,0.000
石狩,2,0.000
出掛ける,3,0.000
身動き,4,0.000
郊外,3,0.000
メリル・ストリープ,1,0.000
付き合っ,6,0.000
デスティニー,3,0.000
まとまり,4,0.000
動機付け,4,0.000
挽肉,1,0.000
並み,7,0.000
モンサン・ミッシェル,2,0.000
ｍ,1,0.000
うれしけれ,1,0.000
受から,5,0.000
短大,11,0.000
こざ,1,0.000
みじん切り,1,0.000
スパイダーマン,2,0.000
ハッ,12,0.000
止まれ,1,0.000
弾薬,2,0.000
退治,3,0.000
くだ,4,0.000
環状,1,0.000
君たち,6,0.000
注,2,0.000
レストラン,40,0.000
部,69,0.000
改造,6,0.000
落ち葉,2,0.000
作る,150,0.000
買い物,50,0.000
ホットドッグ,2,0.000
頼もしい,2,0.000
派閥,1,0.000
堅実,1,0.000
上と下,3,0.000
ラグ,6,0.000
ジレンマ,1,0.000
退廃,2,0.000
出会える,1,0.000
がき,1,0.000
レズ,2,0.000
滝沢,2,0.000
ベストシクラ,1,0.000
バイザー,1,0.000
ちょいちょい,3,0.000
会合,8,0.000
バスケット,1,0.000
言い合っ,2,0.000
電源,8,0.000
つれ,6,0.000
さくら,2,0.000
ディッシュ,1,0.000
ふり,13,0.000
つくば,1,0.000
フルハム,1,0.000
待たし,1,0.000
困ら,8,0.000
複数,3,0.000
どういたしまして,1,0.000
ふれ,3,0.000
特製,2,0.000
卒業生,4,0.000
たかが,4,0.000
出せ,40,0.000
鈴木,6,0.000
ゃいけないしって,1,0.000
相対,2,0.000
ハギス,2,0.000
切開,1,0.000
写り,8,0.000
名札,2,0.000
ゃべんないしゃべんない,1,0.000
親しい,2,0.000
楽しい,131,0.000
系,214,0.000
葉,22,0.000
ざけんじゃねえとか,1,0.000
迷い,1,0.000
ムーンライト,4,0.000
水遊び,1,0.000
たくり,3,0.000
三味線,1,0.000
ワル,1,0.000
アサガオ,2,0.000
レベ,1,0.000
リフォーム,10,0.000
ビン,2,0.000
戸惑っ,2,0.000
ゴージャス,4,0.000
もったいなく,5,0.000
グッド・ウィル・ハンティング,1,0.000
路上,1,0.000
なめ,11,0.000
ヘビ,2,0.000
すまし,2,0.000
笑う,20,0.000
トレーニング,5,0.000
てえ,10,0.000
ふんだんに,2,0.000
混ざら,1,0.000
焼却,2,0.000
けりゃ,1,0.000
ゅうじに,1,0.000
ｍａｔｔｅｒ,1,0.000
どっち,315,0.000
サーキュレーション,1,0.000
与え,16,0.000
タンス,2,0.000
先だっ,1,0.000
カート,3,0.000
師弟,1,0.000
買い控え,1,0.000
中断,58,0.000
額,10,0.000
ホームセンター,2,0.000
オス,4,0.000
ファクトリー,3,0.000
魔法使い,1,0.000
中歌,1,0.000
レンジ,10,0.000
歩,6,0.000
コイ,4,0.000
ビューティー,2,0.000
出欠,2,0.000
言語,118,0.000
使え,57,0.000
辛,5,0.000
彫り込ま,2,0.000
味の素,3,0.000
オウム,2,0.000
ひかり,5,0.000
絞り込む,1,0.000
仕込ん,2,0.000
ラ・ビッラ,1,0.000
ちがい,2,0.000
見通し,4,0.000
壊せ,2,0.000
音楽,44,0.000
主義,15,0.000
メキシコ,7,0.000
緑陰,1,0.000
カワイ,1,0.000
持ち歩い,1,0.000
試み,2,0.000
見なれ,1,0.000
歯痛,1,0.000
巻,16,0.000
インターナショ,1,0.000
駒場,1,0.000
将棋,1,0.000
メンタル,1,0.000
勝手,85,0.000
うんぬん,4,0.000
終点,2,0.000
ブレックファースト,2,0.000
トレーラー,1,0.000
ドレ,1,0.000
皿洗い,1,0.000
本意,2,0.000
遅く,69,0.000
スポークスマン,1,0.000
ドロ,2,0.000
槇原,1,0.000
新岐阜,2,0.000
降りる,15,0.000
表,29,0.000
おしっこ,3,0.000
お嬢さん,21,0.000
ぼそっと,1,0.000
ブービー,1,0.000
専門医,1,0.000
。,115304,0.077
危なかっ,5,0.000
多分,5,0.000
物議,2,0.000
エスティーローダー,1,0.000
共存,1,0.000
ポリス,17,0.000
一同,1,0.000
くやしかっ,3,0.000
損,13,0.000
ぐだめんなっちゃうから,1,0.000
生物,2,0.000
舌,18,0.000
引き落とし,2,0.000
自立,11,0.000
オバタリアン,1,0.000
使わ,150,0.000
画,12,0.000
回せ,2,0.000
ゃけん,1,0.000
速,6,0.000
泣かし,3,0.000
腕,12,0.000
アンコウ,2,0.000
赤城,1,0.000
留守電,7,0.000
偏差,15,0.000
したがって,1,0.000
滑れる,3,0.000
庶民,1,0.000
漁業,1,0.000
何分,26,0.000
母音,8,0.000
キャンペーン,1,0.000
じゅばん,2,0.000
マツタケ,1,0.000
ぼやぼや,2,0.000
ＦＵ,2,0.000
書き込み,3,0.000
でる,293,0.000
タイル,6,0.000
船,20,0.000
解消,2,0.000
登る,9,0.000
メディチ,2,0.000
パテシエ,5,0.000
有益,1,0.000
会い,54,0.000
かん,96,0.000
使い方,35,0.000
飯店,1,0.000
餌,1,0.000
プレス,2,0.000
見せかけ,1,0.000
プロデューサー,4,0.000
週給,3,0.000
キロ,69,0.000
ハイ・レイディーズ,1,0.000
分厚く,2,0.000
アジト,1,0.000
盛,2,0.000
ごと,27,0.000
福,16,0.000
成果,1,0.000
暗証,3,0.000
かごめ,1,0.000
イー,1,0.000
ダラダラ,3,0.000
あきらめ,26,0.000
だぶっ,1,0.000
別府,17,0.000
アルトリコーダー,1,0.000
じゅん,2,0.000
ナマズ,1,0.000
ヒューッ,1,0.000
オーセンティック,1,0.000
習得,17,0.000
ガ,10,0.000
後遺症,2,0.000
バルブ,1,0.000
住民,1,0.000
しとっ,25,0.000
農村,5,0.000
反り,1,0.000
広がる,4,0.000
ざというときはしっかりしているわけ,1,0.000
びびる,3,0.000
当たり障り,1,0.000
グラサン,2,0.000
火曜,5,0.000
ゃいけないとかそういうの,1,0.000
孤立,2,0.000
貧困,1,0.000
ウイ,1,0.000
グルメ,1,0.000
ブラインド,3,0.000
葛藤,1,0.000
隣,107,0.000
断っ,5,0.000
余暇,3,0.000
エリート,4,0.000
会津,1,0.000
申し立てる,1,0.000
イモケンピ,1,0.000
商社マン,1,0.000
まずく,16,0.000
でっかい,32,0.000
ゃれにならんかったわ,1,0.000
インターネ,1,0.000
かくらん,1,0.000
ルック,2,0.000
どける,2,0.000
しつけ,2,0.000
持てる,1,0.000
宛先,1,0.000
ぱんだ,7,0.000
悪けれ,1,0.000
社宅,3,0.000
お悔やみ,1,0.000
かぶる,3,0.000
いく,299,0.000
政,3,0.000
気づこ,1,0.000
買物,6,0.000
取り,100,0.000
燃費,6,0.000
総和,1,0.000
家来,3,0.000
領土,2,0.000
ゲーム,51,0.000
三ヶ根,2,0.000
ヤマダ,1,0.000
狭かっ,3,0.000
ピグマリオン,1,0.000
朝,266,0.000
作ん,13,0.000
閉じこめ,1,0.000
無性に,1,0.000
ゃべっとるかってことじゃないの,1,0.000
農家,12,0.000
モー,2,0.000
比べる,16,0.000
ぶら下がる,1,0.000
共和,5,0.000
ターン,6,0.000
もうろく,1,0.000
ぶち壊す,1,0.000
議題,2,0.000
あふれ,10,0.000
血圧,5,0.000
助っ人,1,0.000
潤っ,5,0.000
アカペラ,2,0.000
むさい,2,0.000
色彩,1,0.000
未婚,2,0.000
やくそ,1,0.000
歳,410,0.000
」,475,0.000
フカヒレスープ,2,0.000
ピアノ,59,0.000
親友,5,0.000
マウンテン,7,0.000
飽き,30,0.000
歌わさ,5,0.000
くさん,3,0.000
アジュガ,2,0.000
なんにも,60,0.000
知れ,6,0.000
片付け,1,0.000
話し,275,0.000
まちがい,37,0.000
走り,9,0.000
豊川,7,0.000
Ｇｏｏｇｌｅ,4,0.000
クラブ,10,0.000
長七,2,0.000
だま,1,0.000
物心,1,0.000
煮浸し,3,0.000
笑いかけ,1,0.000
吊り,1,0.000
貝,11,0.000
文句,35,0.000
ダイビング,1,0.000
ミレニアム,1,0.000
はいいっ,7,0.000
山岳,1,0.000
まゆ毛,10,0.000
寝入り,1,0.000
心理,41,0.000
ビジネス,16,0.000
登校,4,0.000
球場,6,0.000
クライン,1,0.000
はかどっ,2,0.000
不安定,2,0.000
くもり,1,0.000
買い上げ,2,0.000
くわ,3,0.000
濃,7,0.000
マーク,12,0.000
産業,9,0.000
焼肉,11,0.000
讃岐,5,0.000
はう,1,0.000
ギフト,1,0.000
頑張る,23,0.000
017,4,0.000
しあわせ,1,0.000
香,19,0.000
注文,29,0.000
バリトン,5,0.000
はべん,1,0.000
つきあう,3,0.000
時間割,2,0.000
力量,1,0.000
利点,2,0.000
治せる,2,0.000
ユング,11,0.000
けれども,143,0.000
キ,3,0.000
バークレー,1,0.000
和歌山,6,0.000
取っつき,1,0.000
どかし,4,0.000
見積もっ,1,0.000
どうにも,1,0.000
あたし,966,0.001
ノブ,3,0.000
買お,34,0.000
指定,27,0.000
本筋,1,0.000
ミニマム,1,0.000
美味しい,3,0.000
まんべんなく,1,0.000
もらえ,86,0.000
どんなに,8,0.000
看板,8,0.000
インド,15,0.000
大げさ,4,0.000
ＪＣＢ,1,0.000
ゃきちゃきやるのにひかれるわけよね,1,0.000
伝説,1,0.000
推察,1,0.000
ょんにむと,1,0.000
因子,3,0.000
とる,402,0.000
なれる,25,0.000
ヴェルヌ,3,0.000
いれる,8,0.000
白い,58,0.000
呼べ,5,0.000
つくれ,3,0.000
キャラ,10,0.000
わき,2,0.000
コンセンサス,2,0.000
陽気,3,0.000
チャモロ,1,0.000
ソニー,13,0.000
歯ごたえ,2,0.000
回す,17,0.000
美保,5,0.000
チゲ,1,0.000
探し回っ,1,0.000
子守り,1,0.000
いて,10,0.000
ほうき,2,0.000
評議,1,0.000
リジェクト,1,0.000
うし,7,0.000
愛し,7,0.000
セツ,1,0.000
こむ,1,0.000
霊廟,1,0.000
サザンイリノイユニバーシティ,1,0.000
凍え,2,0.000
白書,2,0.000
手直し,3,0.000
柔らかい,7,0.000
整っ,1,0.000
クロスレファレンス,1,0.000
空く,9,0.000
ぼーっと,7,0.000
常食,1,0.000
ペンキ,4,0.000
ポコン,3,0.000
トップス,1,0.000
ピタピタピタッ,1,0.000
張っ,18,0.000
張り切っ,5,0.000
高台,4,0.000
出目金,1,0.000
高尚,3,0.000
動じ,2,0.000
菓子パン,1,0.000
トランジット,5,0.000
さぼっ,5,0.000
連鎖,1,0.000
じゃ,5876,0.004
斉藤,2,0.000
こぢんまり,1,0.000
ストリート,2,0.000
赤身,1,0.000
昆布,3,0.000
期せ,1,0.000
ちょっと,2836,0.002
国士舘,1,0.000
吹奏楽,1,0.000
乱れ,1,0.000
演習,27,0.000
日本海,4,0.000
幻滅,1,0.000
グレープ,1,0.000
置き,9,0.000
整合,1,0.000
アリー,1,0.000
使役,1,0.000
貸せ,3,0.000
リクナビ,2,0.000
におい,55,0.000
略,4,0.000
11,3,0.000
審査,15,0.000
京,2,0.000
にきび,1,0.000
腫瘍,1,0.000
でも,6165,0.004
受付,12,0.000
むっくり,1,0.000
レチ,2,0.000
変身,1,0.000
ぱりさ,1,0.000
ブレークダウン,1,0.000
美里,1,0.000
東宝,10,0.000
シークレットポリス,1,0.000
政策,5,0.000
レポーター,1,0.000
こなせ,2,0.000
相部屋,3,0.000
具体,15,0.000
透き通っ,1,0.000
わる,2,0.000
東福寺,1,0.000
もどっ,1,0.000
冠婚葬祭,3,0.000
ミ,5,0.000
あらっ,6,0.000
頑張り,16,0.000
東映,1,0.000
野外,1,0.000
訴訟,2,0.000
晴れやか,1,0.000
感触,1,0.000
デ・ニーロ,2,0.000
ピコピコ,2,0.000
アジェクティブ,1,0.000
学び,4,0.000
打ち上げ,7,0.000
ショクシン,1,0.000
条件付け,1,0.000
